location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Bokaro,Commercial,18,south,1650,high,215,1.6,0.36,48,yes,A2,glass,required,high,hot,29,70,1200,high,M136,glass,laminated,125,40,1,0.33,37,A2,28,1,36,0.4,2450,hot,30,30,206250,66000,272250,0.6,0.03,1,1,1,1,87
Dhanbad,Residential,7,north,650,low,85,2.7,0.6,66,no,B,terracotta,required,avg,moderate,25,68,1000,medium,M137,terracotta,cladding,100,32,2.8,0.57,33,B,35,0.9,29,2.9,1950,hot,15,44,65000,20800,85800,0.1,0.03,0,1,1,0,67
Asansol,Hospital,14,east,1400,medium,170,1.4,0.27,37,yes,A1,metal,required,high,moderate,26,71,1100,high,M138,metal,aluminum,92,29,3,0.46,26,A1,22,1.5,32,0.5,2600,coastal,35,29,128800,40600,169400,1.6,0.19,1,1,1,0,54
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,90,25,2,0.53,40,C,40,0.6,28,1.9,2200,hot,20,50,42750,11875,54625,0.5,0.03,1,1,1,1,89
Siliguri,Commercial,20,south,1725,high,225,1.7,0.39,49,yes,A2,glass,not required,high,hot,29,69,1350,high,M140,glass,low-E,115,38,1.1,0.31,45,A2,27,1,35,0.3,2600,"hot,coastal",27,31,198375,65550,263925,0.6,0.08,1,1,1,1,86
Ambala,Commercial,12,south,1300,medium,152,1.8,0.38,46,yes,A2,glass,required,high,moderate,25,67,950,medium,M141,glass,tinted,118,38,1.25,0.35,48,A2,26,1.2,35,0.4,2450,"hot,moderate",26,32,153400,49400,202800,0.55,0.03,1,1,1,1,88
Chitradurga,Residential,8,north,750,low,88,2.5,0.54,61,no,B,stone,required,avg,hot,27,64,800,high,M142,stone,quartzite,82,27,1.95,0.51,42,B,37,0.7,29,1.2,2620,hot,19,50,61500,20250,81750,0.55,0.03,1,1,1,1,88
Veraval,Hospital,14,east,1380,high,235,1.4,0.27,38,yes,A1,metal,required,high,hot,29,72,1050,high,M143,metal,zinc,87,30,3.1,0.47,25,A1,24,1.8,33,0.5,7150,"coastal,hot",41,38,120060,41400,161460,1.7,0.2,1,1,1,1,62
Akola,Industrial,5,west,580,low,98,2.6,0.57,63,no,C,composite,not required,avg,hot,28,65,850,medium,M144,composite,fiber cement,73,24,2.3,0.53,44,C,21,1.3,30,1.6,1700,moderate,23,27,42340,13920,56260,0.3,0.04,1,1,1,0,83
Barmer,Commercial,17,south,1550,medium,168,1.9,0.41,49,yes,A2,louvers,required,high,hot,30,55,250,high,M145,louvers,galvanized,88,32,3.4,0.42,23,A2,23,2.5,31,0.9,2850,hot,43,33,136400,49600,186000,1.5,0.01,1,1,1,1,70
Bikaner,Residential,10,north,925,low,92,2.4,0.55,60,no,B,terracotta,required,low,hot,29,52,300,high,M146,terracotta,GFRC,96,31,2.7,0.56,35,B,34,1,28,2.8,2020,hot,17,42,88800,28675,117475,0.3,0.01,0,1,1,1,74
Kota,Hospital,11,east,1180,high,228,1.5,0.29,40,yes,A1,glass,required,high,hot,28,58,650,medium,M147,glass,reflective,142,44,0.92,0.28,36,A1,29,1.4,37,0.2,2530,"coastal,hot",44,37,167560,51920,219480,0.58,0.01,1,1,1,1,88
Jaipur,Industrial,6,west,620,medium,138,2.3,0.52,58,no,C,stone,required,avg,hot,27,56,550,high,M148,stone,sandstone,78,26,2.15,0.54,39,C,39,0.8,27,1.5,2250,hot,21,48,48360,16120,64480,0.15,0.02,1,1,1,1,97
Jaisalmer,Commercial,19,south,1685,high,218,1.7,0.39,47,yes,A2,metal,not required,high,hot,29,48,200,high,M149,metal,stainless,80,28,2.9,0.43,29,A2,47,0.5,32,0.3,7900,"hot,cold",46,55,134800,47180,181980,1.2,0.04,1,1,1,1,75
Jodhpur,Residential,7,north,675,low,80,2.8,0.59,65,no,B,composite,required,avg,hot,28,50,350,high,M150,composite,ACP,68,23,2.1,0.58,46,B,18,1.6,34,2.2,1820,moderate,29,23,45900,15525,61425,0.7,0.01,1,1,1,0,76
Trichur,Commercial,15,south,1380,medium,150,1.7,0.39,49,yes,A2,glass,required,high,hot,29,70,1100,high,M151,glass,Low-E,118,38,1.2,0.33,48,A2,25,1.1,35,0.5,2480,"hot,coastal",25,30,162840,52440,215280,0.5,0.06,1,1,1,1,89
Shahjanpur,Residential,9,north,900,low,90,2.3,0.53,60,no,B,stone,required,avg,moderate,25,67,980,medium,M152,stone,granite,85,29,1.9,0.5,43,B,38,0.7,30,1,2600,moderate,18,48,76500,26100,102600,0.4,0.03,1,1,1,1,91
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,92,31,3.3,0.49,25,A1,23,2,33,0.6,2700,"hot,coastal",38,32,110400,37200,147600,1.9,0.22,1,1,1,0,48
Gajuwaka,Industrial,5,west,600,medium,110,2.5,0.55,62,no,C,composite,not required,avg,hot,28,65,900,medium,M154,composite,ACP,75,26,2.1,0.53,40,C,20,1,28,1.9,2000,moderate,22,22,45000,15600,60600,0.4,0.02,1,1,1,0,82
Durg,Commercial,18,south,1500,high,215,1.6,0.35,47,yes,A2,glass,required,high,hot,29,70,1150,high,M155,glass,laminated,125,39,1,0.3,38,A2,28,1,36,0.3,2500,hot,30,31,187500,58500,246000,0.6,0.05,1,1,1,1,87
Naihati,Residential,7,north,650,low,75,2.7,0.59,64,no,B,terracotta,required,avg,moderate,26,69,1000,medium,M156,terracotta,cladding,95,29,2.7,0.55,34,B,36,0.9,28,3,1900,hot,16,44,61750,18850,80600,0,0.04,0,1,1,0,69
Sonipat,Hospital,14,east,1450,medium,170,1.5,0.26,37,yes,A1,glass,required,high,hot,27,71,1100,high,M157,glass,reflective,140,43,0.95,0.28,30,A1,28,1.4,37,0.2,2400,coastal,40,35,203000,62350,265350,0.55,0.02,1,1,1,0,79
Avadi,Industrial,6,west,700,low,100,2.8,0.58,62,no,C,stone,required,avg,moderate,25,74,1100,medium,M158,stone,limestone,85,27,2.2,0.55,36,C,40,0.6,27,2.5,2300,cold,22,50,59500,18900,78400,0.6,0.03,1,1,1,0,77
Baranagar,Commercial,15,south,1400,high,205,1.9,0.42,50,yes,A2,metal,not required,high,hot,28,71,1250,high,M159,metal,stainless,80,24,2.95,0.44,23,A2,46,0.5,32,0.3,2800,"moderate,cold",45,60,112000,33600,145600,1.05,0.02,1,1,1,0,69
Gajuwaka,Residential,9,north,900,medium,130,2.2,0.5,56,no,B,composite,not required,avg,moderate,24,70,1200,medium,M160,composite,HPL,75,28,2.4,0.52,40,B,30,1.1,30,2,1900,moderate,25,25,67500,25200,92700,0.2,0.02,1,1,1,1,96
Kulti,Commercial,13,south,1325,medium,158,1.8,0.4,48,yes,A2,glass,required,high,hot,28,72,1200,medium,M161,glass,tinted,122,39,1.3,0.37,47,A2,26,1.2,35,0.4,2520,"hot,coastal",28,34,161650,51675,213325,0.5,0.03,1,1,1,1,89
Bali,Residential,8,north,825,low,87,2.4,0.54,61,no,B,stone,required,avg,moderate,26,70,1050,low,M162,stone,marble,88,30,1.95,0.52,44,B,40,0.6,29,0.9,2700,moderate,22,52,72600,24750,97350,0.45,0.02,0,1,1,1,71
Etawah,Hospital,12,east,1175,high,232,1.5,0.28,39,yes,A1,metal,required,high,hot,27,68,950,high,M163,metal,aluminum,95,34,3.2,0.48,24,A1,22,1.9,33,0.6,2750,"hot,coastal",42,32,111625,39950,151575,1.7,0.2,1,1,1,1,62
Lal Bahadur Nagar,Industrial,6,west,625,low,102,2.6,0.57,63,no,C,composite,not required,avg,hot,29,66,850,medium,M164,composite,HPL,72,25,2.2,0.55,46,C,21,1.3,31,1.8,1850,moderate,25,26,45000,15625,60625,0.4,0.02,1,1,1,0,82
Shrirampur,Commercial,17,south,1575,medium,172,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,71,1150,high,M165,louvers,zinc,90,32,3.5,0.44,22,A2,23,2.4,30,0.7,2900,hot,40,33,141750,50400,192150,1.8,0.05,1,1,1,1,63
Raichur,Residential,10,north,950,low,95,2.5,0.56,62,no,B,terracotta,required,low,hot,30,65,900,high,M166,terracotta,cladding,102,33,2.8,0.57,35,B,36,0.9,28,3.1,2100,hot,17,44,96900,31350,128250,0.3,0.01,0,1,1,1,74
Quthbullapur,Hospital,15,east,1475,high,245,1.4,0.27,38,yes,A1,glass,required,high,hot,28,69,1050,high,M167,glass,reflective,148,45,0.9,0.26,34,A1,27,1.4,37,0.2,2550,"coastal,hot",45,36,218300,66375,284675,0.5,0.01,1,1,1,1,90
Gosaba,Industrial,4,west,475,medium,132,2.7,0.58,64,no,C,stone,required,avg,moderate,25,74,1800,low,M168,stone,limestone,92,28,2.1,0.49,40,C,42,0.5,27,2.4,2350,"moderate,cold",24,55,43700,13300,57000,0.6,0.09,1,1,1,1,86
Mirzapur,Commercial,19,south,1725,high,220,1.9,0.42,50,yes,A2,metal,required,high,hot,27,70,1100,medium,M169,metal,stainless,82,27,2.95,0.55,28,A2,48,0.4,32,0.3,8000,"hot,cold",48,60,141450,46575,188025,1.05,0.13,1,1,1,1,76
Tanjore,Residential,7,north,675,low,78,2.8,0.59,65,no,B,composite,required,avg,hot,29,68,1250,low,M170,composite,ACP,70,24,2.05,0.51,45,B,19,1.5,34,1.7,1650,moderate,26,24,47250,16200,63450,0.75,0.08,1,1,1,0,73
Nagercoil,Commercial,14,south,1350,medium,162,1.9,0.41,49,yes,A2,glass,required,high,hot,29,75,1250,high,M171,glass,Low-E,125,40,1.25,0.38,48,A2,26,1.2,36,0.4,2500,"hot,coastal",27,34,168750,54000,222750,0.65,0.03,1,1,1,1,86
Pali,Residential,9,north,875,low,89,2.4,0.55,62,no,B,stone,required,avg,hot,28,55,500,high,M172,stone,quartz,82,28,2,0.52,42,B,38,0.6,29,1.1,2650,hot,20,50,71750,24500,96250,0.4,0.03,1,1,1,1,91
Chapra,Hospital,11,east,1125,high,235,1.4,0.28,39,yes,A1,metal,required,high,moderate,26,72,1100,medium,M173,metal,aluminum,90,32,3.3,0.48,25,A1,23,1.9,33,0.6,2780,"hot,coastal",40,32,101250,36000,137250,1.9,0.2,1,1,1,0,48
Panchkula,Industrial,6,west,650,low,105,2.6,0.57,63,no,C,composite,not required,avg,moderate,25,65,900,low,M174,composite,fiber cement,75,26,2.3,0.55,44,C,22,1.3,31,1.7,1700,moderate,24,28,48750,16900,65650,0.3,0.02,1,1,1,1,94
Sikar,Commercial,16,south,1480,medium,170,1.8,0.4,48,yes,A2,louvers,required,high,hot,27,58,450,high,M175,louvers,galvanized,88,30,3.6,0.43,23,A2,24,2.5,32,0.8,2850,hot,42,35,130240,44400,174640,1.8,0.03,1,1,1,1,63
Bulandshahr,Residential,8,north,725,low,85,2.5,0.56,61,no,B,terracotta,required,low,hot,28,62,750,medium,M176,terracotta,GFRC,98,32,2.85,0.57,36,B,35,1,28,2.9,2050,hot,18,45,71050,23200,94250,0.35,0.01,0,1,1,1,73
Chandannagar,Hospital,13,east,1325,high,240,1.5,0.27,38,yes,A1,glass,required,high,moderate,26,75,1450,high,M177,glass,reflective,145,44,0.95,0.28,35,A1,28,1.4,37,0.2,2550,"coastal,hot",45,38,192125,58300,250425,0.55,0.01,1,1,1,0,79
Surendranagar,Industrial,5,west,550,medium,125,2.7,0.58,64,no,C,stone,required,avg,hot,29,60,550,medium,M178,stone,limestone,95,29,2.15,0.5,40,C,41,0.5,27,2.3,2400,moderate,23,52,52250,15950,68200,0.55,0.08,1,1,1,0,77
Vizianagaram,Commercial,18,south,1625,high,225,1.7,0.39,47,yes,A2,metal,not required,high,hot,28,73,1100,high,M179,metal,stainless,85,28,3,0.45,28,A2,45,0.4,33,0.3,7950,"hot,cold",48,58,138125,45500,183625,1.3,0.06,1,1,1,1,73
Proddatur,Residential,7,north,675,low,82,2.8,0.6,65,no,B,composite,required,avg,hot,30,68,850,medium,M180,composite,HPL,72,25,2.1,0.58,46,B,20,1.5,34,1.9,1600,moderate,26,25,48600,16875,65475,0.7,0.02,1,1,1,0,76
Hugli,Hospital,12,east,1225,medium,168,1.6,0.3,41,yes,A1,glass,required,high,moderate,25,76,1600,low,M181,glass,DG,155,46,0.88,0.26,39,A1,29,1.1,38,0.15,2480,coastal,42,37,189875,56350,246225,0.72,0.04,1,1,1,0,75
Alleppey,Industrial,4,west,450,low,98,2.9,0.59,66,no,C,terracotta,required,low,hot,28,78,2200,medium,M182,terracotta,panel,110,35,2.9,0.6,32,C,34,1,29,3.2,2150,hot,16,46,49500,15750,65250,0,0.01,0,1,1,1,80
Amroha,Commercial,17,south,1550,high,210,1.9,0.42,50,yes,A2,louvers,required,high,hot,27,70,950,high,M183,louvers,aluminum,92,33,3.7,0.41,22,A2,22,2.7,31,0.9,2800,moderate,44,32,142600,51150,193750,1.8,0.01,1,1,1,0,54
Kallakurichi,Commercial,15,south,1420,medium,165,1.8,0.39,48,yes,A2,glass,required,high,hot,29,70,1150,high,M184,glass,Low-E,128,42,1.2,0.36,49,A2,27,1.1,35,0.4,2500,"hot,coastal",26,33,181760,59640,241400,0.6,0.03,1,1,1,1,87
Nowrangapur,Residential,10,north,925,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,26,72,1650,medium,M185,stone,granite,85,29,1.95,0.51,45,B,39,0.7,30,1,2620,"moderate,cold",20,52,78625,26825,105450,0.45,0.03,1,1,1,1,90
Sambhaji Nagar,Hospital,13,east,1300,high,238,1.4,0.27,39,yes,A1,metal,required,high,hot,28,65,950,high,M186,metal,galvanized,93,33,3.2,0.47,26,A1,24,1.8,34,0.5,2750,"hot,coastal",40,35,120900,42900,163800,1.8,0.2,1,1,1,1,60
Shivaji Nagar,Industrial,7,west,675,low,108,2.6,0.57,63,no,C,composite,not required,avg,hot,27,68,850,medium,M187,composite,ACP,78,27,2.25,0.55,44,C,21,1.3,32,1.8,1850,moderate,25,26,52650,18225,70875,0.35,0.02,1,1,1,0,83
Sholapur,Commercial,17,south,1580,medium,175,1.7,0.4,47,yes,A2,louvers,required,high,hot,29,62,750,high,M188,louvers,zinc,90,31,3.5,0.42,24,A2,23,2.4,31,0.7,2900,hot,42,34,142200,48980,191180,1.8,0.02,1,1,1,1,64
Srinagar,Residential,9,north,850,low,88,2.5,0.56,62,no,B,terracotta,required,low,cold,15,65,650,low,M189,terracotta,cladding,105,34,2.8,0.58,35,B,37,0.9,29,3,1950,"cold,moderate",18,45,89250,28900,118150,0.3,0.02,0,1,1,1,74
Tiruppur,Hospital,14,east,1400,high,242,1.3,0.26,38,yes,A1,glass,required,high,hot,28,70,900,high,M190,glass,reflective,150,46,0.92,0.27,36,A1,28,1.4,38,0.2,2550,"coastal,hot",45,38,210000,64400,274400,0.38,0.01,1,1,1,1,92
Chandigarh,Industrial,6,west,625,medium,140,2.3,0.52,59,no,C,stone,required,avg,moderate,24,60,800,medium,M191,stone,limestone,92,30,2.1,0.5,40,C,42,0.5,28,2.2,2350,moderate,23,55,57500,18750,76250,0.2,0.02,1,1,1,1,96
Salem,Commercial,18,south,1650,high,220,1.6,0.35,46,yes,A2,metal,not required,high,hot,29,68,850,high,M192,metal,stainless,88,29,2.95,0.46,28,A2,47,0.4,33,0.3,8000,"hot,cold",48,60,145200,47850,193050,1.35,0.11,1,1,1,1,71
Guwahati,Residential,8,north,775,low,84,2.7,0.59,64,no,B,composite,required,avg,moderate,25,75,1800,low,M193,composite,HPL,75,26,2.05,0.57,46,B,20,1.5,34,1.9,1700,"moderate,cold",27,25,58125,20150,78275,0.65,0.02,1,1,1,1,87
Teni,Commercial,16,south,1450,medium,168,1.9,0.41,49,yes,A2,glass,required,high,hot,29,72,950,high,M194,glass,tinted,130,42,1.3,0.38,48,A2,26,1.2,36,0.4,2520,"hot,coastal",28,34,188500,60900,249400,0.6,0.03,1,1,1,1,87
Haora,Residential,9,north,850,low,90,2.4,0.55,62,no,B,stone,required,avg,moderate,27,75,1450,medium,M195,stone,marble,88,30,1.95,0.52,44,B,40,0.6,30,0.9,2700,"moderate,cold",22,52,74800,25500,100300,0.45,0.03,1,1,1,1,90
Rohini,Hospital,12,east,1200,high,235,1.4,0.28,39,yes,A1,metal,required,high,hot,28,68,850,high,M196,metal,aluminum,95,34,3.2,0.48,25,A1,23,1.9,33,0.6,2750,"hot,coastal",42,32,114000,40800,154800,1.8,0.2,1,1,1,1,60
Kanayannur,Industrial,6,west,650,low,110,2.6,0.57,63,no,C,composite,not required,avg,hot,29,78,3000,medium,M197,composite,HPL,75,26,2.2,0.55,46,C,21,1.3,32,1.8,1850,coastal,25,26,48750,16900,65650,0.4,0.02,1,1,1,0,82
Hubli,Commercial,18,south,1600,medium,178,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,70,1100,high,M198,louvers,galvanized,92,33,3.6,0.44,24,A2,24,2.5,31,0.8,2850,hot,43,35,147200,52800,200000,1.9,0.05,1,1,1,1,61
Bhubaneswar,Residential,10,north,975,low,95,2.5,0.56,62,no,B,terracotta,required,low,hot,29,75,1450,medium,M199,terracotta,cladding,102,34,2.8,0.57,36,B,36,0.9,29,3.1,2100,hot,18,45,99450,33150,132600,0.3,0.01,0,1,1,1,74
Narela,Hospital,14,east,1425,high,245,1.3,0.27,38,yes,A1,glass,required,high,moderate,26,65,750,high,M200,glass,reflective,148,45,0.9,0.26,35,A1,28,1.4,38,0.2,2550,"coastal,hot",45,38,210900,64125,275025,0.4,0.01,1,1,1,0,82
Jalandhar,Industrial,5,west,575,medium,135,2.7,0.58,64,no,C,stone,required,avg,hot,27,70,900,medium,M201,stone,limestone,90,28,2.1,0.5,40,C,42,0.5,28,2.4,2350,moderate,24,55,51750,16100,67850,0.6,0.08,1,1,1,0,76
Thiruvananthapuram,Commercial,19,south,1725,high,228,1.8,0.4,48,yes,A2,metal,not required,high,hot,28,78,2000,high,M202,metal,stainless,85,29,3,0.45,28,A2,46,0.4,33,0.3,8000,"hot,cold",48,60,146625,50025,196650,1.2,0.05,1,1,1,1,75
Kota,Residential,7,north,700,low,82,2.8,0.59,65,no,B,composite,required,avg,hot,29,58,650,high,M203,composite,ACP,72,25,2.05,0.57,46,B,19,1.5,34,1.9,1700,moderate,27,25,50400,17500,67900,0.75,0.02,1,1,1,0,75
Ongole,Commercial,13,south,1325,medium,160,1.8,0.4,48,yes,A2,glass,required,high,hot,29,70,950,high,M204,glass,Low-E,122,40,1.25,0.37,47,A2,26,1.2,35,0.4,2480,"hot,coastal",26,32,161650,53000,214650,0.55,0.03,1,1,1,1,88
Bidhannagar,Residential,8,north,800,low,88,2.4,0.54,61,no,B,stone,required,avg,moderate,27,75,1600,medium,M205,stone,quartz,85,28,2,0.52,44,B,38,0.6,29,1.1,2650,"moderate,cold",20,50,68000,22400,90400,0.4,0.02,1,1,1,1,92
Bathinda,Hospital,12,east,1180,high,235,1.4,0.28,39,yes,A1,metal,required,high,hot,28,65,450,high,M206,metal,aluminum,92,32,3.3,0.48,25,A1,23,1.9,33,0.6,2720,"hot,coastal",40,32,108560,37760,146320,1.9,0.2,1,1,1,1,58
Mandsaur,Industrial,6,west,625,low,105,2.6,0.57,63,no,C,composite,not required,avg,hot,27,60,850,medium,M207,composite,fiber cement,72,25,2.3,0.55,46,C,22,1.3,31,1.7,1680,moderate,24,28,45000,15625,60625,0.3,0.02,1,1,1,0,84
Kishanganj,Commercial,16,south,1475,medium,172,1.7,0.39,47,yes,A2,louvers,required,high,moderate,25,72,1250,high,M208,louvers,zinc,88,30,3.5,0.44,23,A2,24,2.4,30,0.8,2900,"hot,moderate",42,35,129800,44250,174050,1.8,0.05,1,1,1,1,63
Gangawati,Residential,9,north,825,low,90,2.5,0.56,62,no,B,terracotta,required,low,hot,29,68,750,high,M209,terracotta,GFRC,100,33,2.85,0.57,35,B,35,1,28,2.9,2050,hot,18,45,82500,27225,109725,0.35,0.01,0,1,1,1,73
Adilabad,Hospital,14,east,1375,high,240,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,1100,high,M210,glass,reflective,145,44,0.95,0.28,36,A1,28,1.4,37,0.2,2550,"coastal,hot",45,38,199375,60500,259875,0.35,0.01,1,1,1,1,93
Mancherial,Industrial,5,west,550,medium,130,2.7,0.58,64,no,C,stone,required,avg,hot,27,69,1050,medium,M211,stone,limestone,95,29,2.15,0.5,40,C,41,0.5,27,2.3,2400,moderate,23,52,52250,15950,68200,0.55,0.08,1,1,1,0,77
Anantapur,Commercial,18,south,1625,high,225,1.6,0.35,46,yes,A2,metal,required,high,hot,29,66,550,high,M212,metal,stainless,85,28,2.95,0.46,28,A2,47,0.4,33,0.3,8000,"hot,cold",48,60,138125,45500,183625,1.35,0.11,1,1,1,1,71
Kadapa,Residential,7,north,675,low,85,2.8,0.59,65,no,B,composite,not required,avg,hot,28,68,750,medium,M213,composite,HPL,70,24,2.05,0.57,45,B,20,1.5,34,1.9,1650,moderate,27,25,47250,16200,63450,0.75,0.02,1,1,1,0,75
Bhiwandi,Commercial,15,south,1400,medium,165,1.8,0.39,48,yes,A2,glass,required,high,hot,29,72,2200,high,M214,glass,Low-E,125,41,1.2,0.36,49,A2,26,1.1,35,0.4,2500,"hot,coastal",27,33,175000,57400,232400,0.6,0.03,1,1,1,1,87
Mysore,Residential,10,north,900,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,25,70,950,medium,M215,stone,granite,82,28,1.95,0.51,45,B,39,0.7,30,1,2600,moderate,20,52,73800,25200,99000,0.45,0.03,1,1,1,1,90
Najafgarh,Hospital,13,east,1250,high,240,1.4,0.27,39,yes,A1,metal,required,high,hot,28,68,750,high,M216,metal,galvanized,95,34,3.2,0.48,26,A1,23,1.9,33,0.6,2750,"hot,coastal",40,32,118750,42500,161250,1.8,0.21,1,1,1,1,60
Jamshedpur,Industrial,7,west,700,low,112,2.6,0.57,63,no,C,composite,not required,avg,hot,27,65,1300,medium,M217,composite,ACP,75,26,2.2,0.55,44,C,21,1.3,31,1.8,1850,moderate,25,26,52500,18200,70700,0.4,0.02,1,1,1,0,82
Nashik,Commercial,16,south,1500,medium,175,1.7,0.4,47,yes,A2,louvers,required,high,hot,28,62,850,high,M218,louvers,aluminum,90,32,3.6,0.43,23,A2,24,2.5,32,0.8,2850,hot,43,35,135000,48000,183000,1.9,0.03,1,1,1,1,61
Pimpri,Residential,9,north,850,low,90,2.5,0.56,62,no,B,terracotta,required,low,moderate,26,68,750,medium,M219,terracotta,cladding,98,31,2.85,0.57,36,B,36,1,29,3,2100,hot,18,45,83300,26350,109650,0.35,0.01,0,1,1,0,63
Kalyan,Hospital,14,east,1380,high,242,1.3,0.27,38,yes,A1,glass,required,high,hot,29,75,2500,high,M220,glass,reflective,148,45,0.92,0.28,35,A1,28,1.4,37,0.2,2550,"coastal,hot",45,38,204240,62100,266340,0.38,0.01,1,1,1,1,92
Thane,Industrial,6,west,650,medium,138,2.7,0.58,64,no,C,stone,required,avg,moderate,27,74,2200,medium,M221,stone,limestone,92,30,2.15,0.5,40,C,42,0.5,28,2.4,2350,"moderate,cold",24,55,59800,19500,79300,0.55,0.08,1,1,1,1,87
Meerut,Commercial,18,south,1650,high,228,1.6,0.35,46,yes,A2,metal,not required,high,hot,28,70,950,high,M222,metal,stainless,85,28,3,0.46,28,A2,47,0.4,33,0.3,8000,"hot,cold",48,60,140250,46200,186450,1.4,0.11,1,1,1,1,70
Faridabad,Residential,8,north,775,low,86,2.8,0.59,65,no,B,composite,required,avg,hot,29,60,700,high,M223,composite,HPL,72,25,2.05,0.57,46,B,20,1.5,34,1.9,1700,moderate,27,25,55800,19375,75175,0.75,0.02,1,1,1,0,75
Bareilly,Commercial,14,south,1350,medium,162,1.9,0.41,49,yes,A2,glass,required,high,hot,28,68,950,high,M224,glass,tinted,120,38,1.3,0.38,48,A2,26,1.2,36,0.4,2500,"hot,coastal",28,34,162000,51300,213300,0.6,0.03,1,1,1,1,87
Dombivli,Residential,9,north,875,low,88,2.4,0.55,62,no,B,stone,required,avg,moderate,27,72,2200,medium,M225,stone,quartzite,85,29,1.95,0.52,43,B,38,0.7,30,1.1,2620,moderate,20,50,74375,25375,99750,0.45,0.03,1,1,1,1,90
Ghaziabad,Hospital,12,east,1225,high,238,1.4,0.28,39,yes,A1,metal,required,high,hot,28,66,850,high,M226,metal,zinc,90,32,3.3,0.48,25,A1,24,1.9,33,0.6,2780,"hot,coastal",41,38,110250,39200,149450,1.9,0.2,1,1,1,1,58
Dhanbad,Industrial,6,west,625,low,108,2.6,0.57,63,no,C,composite,not required,avg,hot,27,70,1200,medium,M227,composite,fiber,73,25,2.3,0.55,46,C,22,1.3,31,1.7,1700,moderate,24,28,45625,15625,61250,0.3,0.02,1,1,1,0,84
Visakhapatnam,Commercial,17,south,1575,medium,175,1.7,0.39,47,yes,A2,louvers,required,high,hot,29,75,1100,high,M228,louvers,galvanized,88,30,3.5,0.44,24,A2,23,2.4,30,0.8,2900,hot,42,35,138600,47250,185850,1.8,0.05,1,1,1,1,63
Prayagraj,Residential,8,north,750,low,85,2.5,0.56,62,no,B,terracotta,required,low,hot,28,68,1000,medium,M229,terracotta,panel,102,33,2.85,0.57,35,B,36,1,28,3.1,2100,hot,17,45,76500,24750,101250,0.35,0.01,0,1,1,1,73
Amritsar,Hospital,15,east,1450,high,245,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,900,high,M230,glass,DG,155,46,0.88,0.26,39,A1,29,1.1,38,0.15,2480,"coastal,hot",42,37,224750,66700,291450,0.42,0.01,1,1,1,1,91
Ranchi,Industrial,5,west,550,medium,132,2.7,0.58,64,no,C,stone,required,avg,moderate,25,71,1300,low,M231,stone,sandstone,95,29,2.15,0.5,40,C,40,0.5,27,1.5,2250,moderate,21,48,52250,15950,68200,0.55,0.08,1,1,1,1,87
Varanasi,Commercial,19,south,1725,high,230,1.8,0.4,48,yes,A2,metal,required,high,hot,27,70,1050,medium,M232,metal,stainless,82,27,2.95,0.45,28,A2,46,0.4,33,0.3,7950,"hot,cold",48,58,141450,46575,188025,1.15,0.05,1,1,1,1,76
Bidhan Nagar,Residential,7,north,675,low,82,2.8,0.59,65,no,B,composite,required,avg,moderate,26,75,1600,low,M233,composite,ACP,70,24,2.1,0.57,45,B,19,1.5,34,1.9,1650,"moderate,cold",26,24,47250,16200,63450,0.7,0.02,1,1,1,1,86
